SampleNo,15L,25L,45L,75L,110L,15a,25a,45a,75a,110a,15b,25b,45b,75b,110b,15Si,45Si,75Si,15Sa,45Sa,75Sa,G,726C,718Y,783S,772S,755C,744S,717C,980,910,135,828,835,831,826,836,838,815,856,892,895,855,851,858,839,896,862,865,891,898,845,832,816,818,233,940,424,356,384,306,318,331,198,154,290,522,322,570,410,550,530,371,482,343,030,960,580,670,632,110,821,190
FORD Q-A CK000,36.18,23.62,11.75,8.67,7.29,17.26,15.78,16.98,17.88,17.03,-65.74,-49.86,-35.73,-31.15,-28.4,7.35,3.49,2.94,31.03,21.52,6.58,2,0,0,0,0,0,0,0,3.413294746,0,0,0,0,0,0,0,0,0,0,0,0,42.7611488,0,0,0,0,0,2.846847275,3.9905953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.332624185,0,0,0,22.05029848,0,0.189590914,0,23.41560029,0,0,0,0,0
FORD SH CK003,61.59,41.1,18.71,9.1,6.1,-25.73,-18.19,-8.98,-2.83,-0.52,-9.6,-8.37,-6.49,-5.15,-4.04,10.77,6.67,4.97,32.05,27.31,14.51,6.71,0,0,0,0,0,10.31451516,2.7068479,32.3522461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.78812564,0,0,0,0,0,0,0,0,0,0,0,0,0.323676665,0,0,0,0,0,0,0,0,0,5.130895373,0,0,0,0,29.22138357,5.949550086,0,2.212759506,0,0,0
FORD SU-A CK000,44.93,27.11,9.97,5.29,4.23,-40.51,-27.3,-12.14,-3.97,-2.17,9.93,5.61,-1.23,-4.08,-3.99,11.61,7.8,3.66,34.77,24.97,8.44,5.06,0,0,0,0,0,1.68445054,0,43.78135352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.46220732,0,0,0,0,0,0,0,0,0,0,0,0.242765312,0,0,0,0,0.556495276,0,0,0,0,3.009003675,0,0,0,0,0,4.096317286,0,0,22.16740707,0,0,0
FORD T-A CK000,75.33,54.13,28.24,15.72,10.66,-16.36,-13.32,-8.62,-5.34,-3.52,-23.88,-19.01,-14.07,-11.9,-10.91,9.75,6.28,5.26,27.02,26.79,21.15,6.64,11.14397156,0,0,1.11120249,0,1.11120249,0,0,0,0,0,0,0,0,0,0,0,0,18.97629407,0,17.62389502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552943502,0,11.21190636,0,0,0,0.298591974,37.96999253,0,0,0,0,0,0
FORD W CK001,24.56,16.56,7.4,4.87,4.11,-3.63,-0.76,3.6,5.1,4.81,-19.54,-16.6,-11.99,-8.25,-6.22,8.3,2.47,1.73,35.86,25.9,3.62,3.36,0.943254958,0,0,0,0,0,4.415880922,26.41410503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.854792187,0,0,0,0,0,0,0,0,0,5.637375042,0,7.248981659,0,4.207374394,0,0,23.85790132,21.42033449,0,0,0,0,0
FORD W-A CK002,68.47,53.74,30.35,16.17,11.02,-8.18,-6.11,-1.98,2.28,3.79,-34.58,-30.74,-23.52,-18.54,-16.35,10.63,9.35,7.85,32.12,30.83,23.82,6.33,4.792452338,0,0,0,0,31.80102334,0,26.30310513,0.111472843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.704849109,0,0,0,0,12.48299168,0,1.32853185,0,13.47557371,0,0,0,0,0
FORD XC CK001,108.05,82.33,47.11,27.99,20.81,-5.87,-4.29,-2.02,0.16,1.42,-25.59,-22.77,-17.4,-15.71,-15.91,18.94,10.05,7.36,29.59,27.41,23.13,8.01,31.67942439,0,37.59428662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.57097868,0,0,0,0,0,0,0,0.78630552,0,0,0,0,0,0,0,0,0,6.621608497,0,3.881849252,0,0.865547035,0,0,0,0,0,0,0
GM 17331D CK001,106.56,83.47,54.87,42.8,38.45,0.56,-0.16,-1.31,-1.98,-2.36,16.84,10.05,-0.38,-6.84,-8.43,5.54,4.44,3.36,19.04,20.94,12.46,6.11,48.45734112,0,0,0,0,0,0,9.353941389,0.144640385,0.262332759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.74135213,0,0.363115966,16.3748088,0,0,0,0,0,0,0,0,0,0,0,0.85374619,0,0,0,0,0,0,0,8.448721254,0,0,0,0,0,0
GM 17331D CK002,98.25,82.44,57.59,44.19,39,0.62,0.23,-0.56,-1.08,-1.36,9.66,6.52,0.27,-5.23,-7.21,13.66,7.72,5.8,24.79,24.92,17.37,6.74,40.37270544,0,6.904538196,6.874255133,0,0,0,8.24910616,0.207053666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.44350198,0,0,0,9.138295525,0,0,0,0,0,0,0,0,0,0,0,0.600959356,0,0,0,0,0,0,1.758778981,7.450805564,0,0,0,0,0,0
GM 24305D CK001,61.23,48.16,28.62,17.25,12.66,-9.56,-7.8,-4.32,-0.72,0.76,-16.81,-15.31,-12.85,-11.96,-11.6,14.41,8.28,6.36,28.42,27.02,21.65,7.02,16.09763471,0,5.037519996,0,0,0,0,40.83989425,0.171975922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.34950395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.238485777,0,1.499694478,0,10.76529091,0,0,0,0,0
GM 25397E CK000,34.22,23.19,12.15,8.81,7.69,-10.03,-6.74,-2.37,0.21,0.81,-17.58,-15.65,-13.37,-12.76,-11.83,9.61,3.55,3.72,36.19,25.48,18.19,4.83,3.883039629,0,0,0,0,0,0,0,0.159578973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.50633898,5.036858437,0,0,0,0,0,0,43.66658386,5.747600124,0,0,0,0,0
GM 26127A CK001,59.67,46.35,26.29,14.67,9.91,-18.67,-14.18,-5.41,2.07,4.56,-48.74,-42.56,-33.22,-28.68,-25.9,8.63,6.38,5.36,31.26,29.6,22.31,5.84,11.00983226,0,0,1.300936724,0,0,0,4.23733676,0,0,0,0,0,0,0,0,0,0,0,0,15.15613823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.32900526,0,0,0,0,6.251286457,0,1.25344898,0,4.462015325,0,0,0,0,0
GM 299382 CK001,39.87,20.79,8.31,6.36,5.55,-15.99,-9.09,-2.19,0.65,1.09,-21.26,-15.9,-12.32,-11.83,-10.86,21.83,5.57,3.96,31.19,19.3,6.11,6.45,0,0,2.202986393,0,0,0,0,49.81829588,0.176035755,0,0,0,0,0,0,0,0,0,0,14.94136399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6153664,0,0,4.087971823,0,0,0,13.15797976,0,0,0,0,0
GM 31319D CK001,50.14,31.93,15.02,9.89,7.8,-56.39,-40.41,-23.47,-15.39,-11.08,16.23,8.89,-0.35,-4.77,-5.81,9.09,5.16,3.83,33.58,25.66,12.21,5.01,1.470753745,0,0,0,0,0,0,21.93153378,0.036789057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.50557201,0,0,0,0,7.242702264,0,0,0,0,0,0,0,0,0,0,0,0.927582713,0,0,0,0,0,0,0,0,0,0,0,4.801810345,0,41.08325609,0,0,0
GM 335333 CK004,102.96,91.09,66.06,44.22,34.19,1.22,1.04,0.69,0.96,1.3,12.81,11.44,9.28,9.23,9.86,6.28,6.31,6.09,19.29,23.32,20.69,5.52,31.11157246,0,0,0,0,0,58.53467618,0,0.044785671,0.067115782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.639518411,0,0,0,0,0,0,0,0,0,2.87209777,4.730233727,0,0,0,0,0,0
GM 349793 CK001,88.95,70.97,42.45,24.4,17.03,-32.77,-27.34,-17.42,-9.92,-7.04,-14.32,-13.36,-11.59,-10.87,-10.36,8.14,7.8,6.91,25.99,29.21,25.09,6.39,29.7738565,0,0,0,0,16.1092515,0,14.56677926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666067558,0,0,0,0,0,0,0,0,0,0,0,13.40331614,0,0,0,0,0,0,0.857404493,13.15709094,9.391323279,0,2.074910333,0,0,0
GM 369828 CK001,44.97,29.75,11.74,4.16,2.7,-26.28,-19.73,-9.73,-1.28,0.42,-16.49,-13.4,-9.08,-5.75,-3.88,9.1,5.45,3.46,32.28,27.06,8.24,5.09,4.321212557,0,0,0,0,3.38061281,1.449589844,60.39756139,0.013527791,0,0,0,0,0,0,0,0,0,0,0,0,0.782418191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604002261,0,0,0,0,0,24.95832759,0,0,0,0,0,0,0,4.092747559,0,0,0
GM 37219C CK001,51.5,37.44,18.59,8.23,5.16,-1.26,-2.82,-0.83,2.78,3.18,-34.23,-26.71,-18.5,-14.38,-11.59,7.13,4.41,3.79,30.9,27.74,14.03,6.11,3.958150961,0,0,0,0,0,9.215431878,17.1519875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.99689802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467178666,0,0,0,9.07814302,0,17.92416927,0,0,0,0,15.49211774,2.715922953,0,0,0,0,0
GM 379238 CK001,68.01,45.63,23.38,14.94,11.81,-71.19,-53.31,-31.32,-20.1,-15.83,-16.1,-13.6,-12.78,-13.43,-12.96,9.97,4.99,4.08,28.79,24.52,16.48,5.32,3.54831744,0,0.95319032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.33124998,0,0,0,0,0,0,5.38945819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.51450522,0,0,0,0,0,22.38930835,27.8739705,0,0,0,0
GM 379238 CK002,55.67,37,16.21,8.31,6.27,-48.07,-36.15,-18.28,-7.25,-3.78,-13.38,-10.8,-10.2,-12.13,-12.06,9.42,4.72,6.46,28.46,27.61,12.31,4.72,0,0,0,0,0,4.128693494,0,22.40415249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.87820272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.13566053,0,0,0,0,0,0,0,10.45329077,0,0,0
GM 38731F CK001,87.43,69.21,44.24,31.93,27.12,-4.17,-4.44,-4.82,-5.22,-5.38,17.3,11.52,3.08,-3.01,-4.99,7.1,5.98,4.51,26.54,25.27,17.57,6.98,24.26123842,0,0,0,0,0,0,34.61319362,0.161082637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.48372998,0,0,8.57289535,0,0,0,0,0,0,0,0,0,0,0,1.136585275,0,0,0,0,0,0,0.761274052,0,0,4.01000066,0,0,0,0
GM 399792 CK003,18.23,10.97,4.93,4.06,3.35,-10.51,-7.79,-2.94,-1.38,-0.37,-24.88,-18.96,-12.57,-10.7,-8.93,15,2.92,2.64,28.94,16.24,2.2,1.79,0,0,0,0,0,0,0,34.81312033,0.043243554,0,0,0,0,0,0,0,0,0,0,0.972655318,8.369111141,0,0,0,0,0.641311199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44763544,0,0,9.859993142,0,0,0,0.852929876,0,0,0,0,0,0,0
GM 43159A CK000,37.43,26.68,13.31,7.58,5.76,-44.06,-35.36,-22.82,-12.28,-7.82,2.8,0.33,-3.78,-7.15,-7.56,8.1,3.59,2.95,33.73,28.52,10.97,5.35,1.257559993,0,0,0,0,0,3.058580328,13.28297742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467475324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.27801079,0,0,0,0,0,11.997528,0,0,54.65786814,0,0,0
GM 43177B CK001,33.61,21.98,12.66,10.34,8.67,-43.09,-34.6,-26.91,-22.53,-18.24,6.08,2.65,-0.93,-2.68,-3.57,17.25,4.46,2.69,31.24,21.86,7.45,5.84,0.956513009,0,0.927696644,0,0,0,0,0,0,0.095036212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.152571233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.63162442,0,0,0,0,0,0,0,15.66949459,0,27.06340733,29.50365656,0,0,0
GM 57387E CK000,33.88,21.95,10.05,6.23,5.06,-36.55,-28.27,-17.05,-8.88,-6,4.66,1.63,-2.85,-5.6,-5.77,12.96,5.39,3.66,36.69,25.4,10.59,6.18,1.737639323,0,0.507927794,0,0,0,0,22.82461652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.009579246,0,0,0,0,0,0,0,0,0,0,0,0,23.23054164,0,0,0,0,0,0,0,0,0,18.25742521,31.43227026,0,0,0
GM 57387E CK001,31.18,19.62,8.81,6.2,5.2,-38.99,-29.52,-15.24,-8.38,-5.87,5.49,1.9,-3.56,-6.01,-6.18,24.28,6.81,3.26,28.22,24.54,6.54,5.24,0,0,0.876092416,0,0,1.534513723,0.654187429,24.70128662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121174292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454014814,0,9.656328716,19.0708626,42.93153939,0,0,0
GM 573886 CK000,37.9,27.88,14.3,8.8,6.9,-9.29,-7.81,-5.3,-3.68,-2.64,11.65,8.35,2.78,-1.02,-1.92,11.97,6.91,5.61,36.82,30.23,14.36,6.59,3.810756171,0,0.392622888,0,1.100533852,0,0,55.13428145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.731972483,0,0,0,0,0,0,0,0,5.170840101,0,0,0,0,0,0,0,0,0,1.558476861,18.55690053,0,0,10.54361566,0,0,0
GM 59225C CK001,50.5,31.88,14.03,8.34,6.58,25.41,22.05,15.96,13.05,11.06,10.7,10.36,7.86,5.8,4.33,15.18,6.02,4.8,30.1,25.45,12.6,6.28,1.310387925,0,1.105524644,0,0,0,0,36.93332067,0,0,0,0,0,0,0,0,0,0,0,14.88868002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.76432306,0,0,0,0,0,0,0,3.418121219,0,0,0,0,0,0,0,0,11.21329947,0,0,0,0,0,0,16.366343,0
GM 59225C CK003,48.07,35.72,18.36,8.91,6.05,24.27,20.97,14.81,10.19,7.32,5.96,5.25,4.26,4.01,2.92,14.68,8.09,5.78,30.31,27,15.48,6.45,2.814709209,0,0,3.007424387,0,3.007424387,6.557270005,61.75749852,0,0.459327634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.173781439,0,0,0,10.20263936,0,0,0,0,10.09542586,0.924499191,0,0,0,0,0,0,0
GM 60370E CK001,103.58,80.4,44.26,23.08,15.84,6.83,5.96,4.25,4.05,4.19,29.65,25.1,16.86,12.48,10.75,25.65,25.56,20.68,34.8,25.27,20.79,10.28,3.047023271,0,43.89096762,9.026549727,0,0,7.102718006,22.88280047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.027405663,0,0,0,0,0,0,0,0,0,1.427870607,6.594664635,0,0,0,0,0,0
GM 62110E CK001,45.31,32.74,15.14,5.42,3.17,10.17,8.61,5.64,2.58,1.23,1.89,1.39,1.1,0.99,0.78,12.47,7.03,5.44,32.34,30.48,13.59,6.52,3.800767446,0,0,0.655214299,0,0.655214299,2.247688786,84.19199995,0,0.264190884,0,0,1.43566004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.167992259,0,0,0,0,0,0.581272038,0,0,0,0,0,0,0
GM 62407G CK001,25.63,17.44,7.51,5.06,4.36,-3.56,-2.54,-0.53,0.77,0.91,-13.72,-11.2,-6.78,-2.99,-1.84,21.75,8.17,3.32,30.32,23.21,6.43,4,0,0,0,2.5138625,0,2.5138625,0,34.32156317,0,0.355952041,0,0,0,0,0,0,0,0,0,0,3.852755326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.368804998,0,0,0,0,0,0,0,5.124931725,0,17.09931085,0,0,0,1.848835323,31.00012157,0,0,0,0,0,0
GM 69381E CK000,38.07,23.61,13.79,11.95,10.87,29.44,24.02,19.06,17.47,16.44,17.67,15.53,14.21,13.49,12.3,26.08,3.6,2.38,30.36,21.61,10.05,8.86,0,0,4.007963426,0,0,0,1.43404448,24.57293112,0,0,0,0,0,0,0,0,1.182182559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355393632,0,0,0,0,0.835237678,0,0,0,0,0,62.39662692,0,0,0,0,0,0,5.215620191,0,0,0,0,0,0,0,0
GM 73198B CK001,27.6,13.24,4.12,3.33,3.06,4.7,3.11,0.7,0.26,0.12,24.59,12.99,2.18,0.61,0.3,16.08,3.65,2.43,34.78,15.73,5.97,3.78,0,0,0,0,0,0,0,80.46843183,0.034862847,0.104490887,0,0,0,0.969419089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.259450638,0,0,0,0,0,0,0.188638415,0,0,0,0,2.032724775,0,0,0,0,0,0,0,0,0,0,7.941981522,0,0,0,0,0,0
GM 759554 CK001,43.31,30.45,16.54,12.77,11.29,46.52,39.73,29.24,24.75,22.77,23.01,21.31,16.61,13.67,12.07,8.32,3.91,3.08,31.15,24.45,12.46,3.37,0,0,0,0,0,0,0,10.52935866,0,0.277257763,0,0,0,0,0,0,0,0,0,4.336115433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224956867,23.87700079,0,0,0,0,0,0,0,0,0,33.29814564,0,0,0,0,0,0,0,0,0,0,0,0,0,27.45716485,0
GM 85512Q-A CK000,68.39,49.97,28.57,19,15.53,-42.66,-31.54,-16.94,-8.75,-6.15,-40.12,-34.07,-29.55,-29.39,-28.62,7.81,4.2,3.74,26.2,25.24,15.94,4.81,0,0,0,0,0,0,6.018784872,2.405950628,0,0,0,0,0,0,0,0,0,0,0,0,19.30515863,0,0,0,0,0,35.86972824,0,0,0,0,0,0,0,0.37803938,0,0,0,0,0.156368815,0,0,0,0,0,0,0,0,33.26746548,0,0,0,0,0.425387263,2.173116696,0,0,0,0,0,0
GM 949088 CK000,29.53,23.59,17.68,16.51,15.61,52.56,46.34,39.48,37.34,36.14,27.94,26.61,23.32,21.93,20.78,5.79,3.35,2.66,31.79,17.64,7.18,1.87,0,0,0,0,0,0,0,0,0.064177583,0,0,18.46428651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.391111803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7858265,0,28.67651592,2.431593939,0,0,0,0,0,6.186487748,0
GM D1632 CK000,41.81,34.09,25.34,23.34,21.84,6.96,5.48,2.46,0.36,-0.41,19.87,13.09,5.05,1.77,0.86,11.37,5.96,4.44,31.55,21.29,11.98,3.46,0,0,0,0,0,0,0,0,0,1.468540073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.76633812,19.30779089,0,0,7.314857827,0,0,0,0,0.843032281,0,0,0,0,0,0,0,0,0,0,0,0,0,2.403894932,46.89554587,0,0,0,0,0,0
GM GTR-A CK000,25.37,18.33,9.8,6.62,5.33,3.24,3.46,5.81,7.41,6.79,-47.3,-39.2,-29.8,-25.46,-22.26,6.05,2.5,2.36,29.03,21.32,7.59,1.18,0,0,0,0,0,0,0,6.742746145,0,0,0,0,0,0,0,0,0,0,0,0,4.469163374,12.92171149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.92981492,2.894896706,0,0,0,1.629795939,0,0.99490436,0,7.416967065,0,0,0,0,0
HINO D1774 CK000,51.86,51.37,51.17,51.98,50.51,-49.35,-49.87,-50.42,-48.84,-47.12,10.35,10.42,10.1,8.25,7.51,1.27,0,0.55,1.81,0,0.75,0.8,0,0,0,0,0,0,0,0,13.7986817,39.32328816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.52334063,0,0,0,0,0,0.354689513,0,0,0,0,0
HONDA 0-I CK000,42.95,36.85,25.3,17.39,13.56,0.24,0.15,-0.01,0.27,0.34,3.98,3.24,1.9,0.01,-0.98,18.28,12.1,9.2,28.55,27.73,22.59,6.57,6.769110641,0,3.410929867,3.395969648,0,0,0,41.56260902,0.276377416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395084772,0,0,0,0,3.147980262,0,0,0,0,0,0,0,0,3.250729326,37.54042105,0,0,0,0,0,0.250788
HONDA 115 CK000,17.71,12.87,6.56,4.79,4.23,6.16,7.06,6.93,4.99,3.64,-24.38,-22.49,-18.22,-13.56,-10.35,10.6,3.22,2.59,31.58,27.48,8.1,2.26,0,0,0,0,0,0,3.406036904,0,0,0.334659088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.540810994,0,0,0,8.693482966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.51668779,0,28.06134319,8.731083415,2.715895656,0,0,0,0,0,0,0
HONDA 719 CK051,46.16,36.17,22.4,14.82,11.15,-35.53,-30.64,-23.56,-18.41,-15.14,4.6,3.37,1.26,-0.32,-1.03,8.52,4.35,3.82,26.95,27.36,21.58,2.62,0,0,0,0,0,0,0,11.61334864,0,0.110540155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.17429969,19.78884791,0,0,0,0,0,0,0,0,0,0,0,1.006279111,0,0,0,0,0,0,0,0,0,6.640488413,0,0,0,1.5681625,10.48947619,0,37.60855739,0,0,0,0
HONDA B505M CK006,105.03,81.31,47.05,27.57,20.64,-19.71,-16.02,-9.81,-5.47,-3.57,-17.65,-16.74,-16.09,-18.49,-19.77,14.45,10.55,9.04,27.04,26.27,22.68,6.87,0,0,10.74282172,0,0,32.94083561,14.11865155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87387154,0,0,0,0,0,0,0,0,0,34.16883778,0,0,0,0,0,0,0,0,0.537045604,3.885870259,0,0,1.732065932,0,0,0
HONDA B506M CK115,116.36,82.46,41.7,26.75,22.88,-8.42,-5.56,0.5,5.12,6.44,-10.74,-12.51,-18.47,-24.12,-25.68,13.7,15.79,9.57,32.79,26.53,18.61,8.07,0,0,0,76.16107577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.369735013,0,0,0,0,0.395447337,0,0,0,0,10.12513575,0,0,2.511533863,0,0,0,0,0,0.747344469,1.707958308,3.981769483,0,0,0,0,0
HONDA B508M CK002,83.2,57.97,28.2,14.55,9.8,-11.89,-8.33,-1.22,5.06,6.88,-24.32,-18.7,-11.22,-7.21,-5.56,14.51,9.94,7.51,33.61,27.32,19.46,8.65,0,0,0,20.36739397,0,15.26070044,0,24.25909678,0,0,0,0,0,0,0,0,0,23.51475394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.720230108,0,0,0,0,0,0,0,0,0,0,2.995282274,0,0,0,0,0,0.443891012,0,11.43865147,0,0,0,0,0
HONDA B511M CK005,104.26,87.76,56.15,31.83,22.86,-21.5,-18.75,-13.14,-7.84,-5.41,-20.5,-19.15,-16.38,-16.29,-17.13,13.39,15.67,15.33,32.17,30.51,24.84,7.14,0,0,0,45.656215,0,28.05456998,12.02190277,0,0.01992661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.617303604,1.02146163,0,0,2.612948481,0,5.995671935,0,0,0,0,0
HONDA B513M CK000,107.19,76.66,38.41,23.25,18.85,-11.79,-8.45,-3.52,-0.22,0.56,-19.69,-17.76,-15.98,-18.32,-19.47,14.17,15.4,10.02,33.66,26.15,20.2,8.39,3.913039123,0,0,0,0,0,0,12.50130521,0,0,0,0,0,0,0,0,0,26.95284098,0,0,0,0,0,0,0,0,6.908911571,0,0,0,0,0,0,0,0,3.158946518,0,0,0,0.761710723,0,0,0,0,45.25066845,0,0,0,0,0,0,0,0,0.552577425,0,0,0,0,0,0,0
HONDA B520P CK004,53.28,36.79,19.74,14.92,12.87,-22.4,-18.05,-9.18,-5.24,-3.64,-53.09,-39.3,-27.68,-24.52,-22.87,8.55,4.58,2.98,27.46,21.63,17.28,3.14,0,0,0,0,0,0,0,13.21722508,0,0,0,0,0,0,0,0,0,0,0,0,55.73533718,0,0,0,4.234235705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.239028623,0,0,0.965429587,0,0.305337481,0,17.30340634,0,0,0,0,0
HONDA B520P CK011,56.15,36.64,17.84,12.82,10.65,-26.08,-19.06,-6.77,-2.07,-0.7,-54.69,-40.2,-29.28,-26.37,-24.52,14.62,7.38,3.78,28.74,19.63,8.17,4.88,0,0,0,3.38036746,0,0,0,9.90363032,0,0,0,0,0,0,0,0,0,48.64825288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.38729918,0,0,0,0,0.16672747,0,20.5137227,0,0,0,0,0
HONDA B550P CK002,52.69,31.26,11.98,7.47,6.09,4.86,5.99,10.93,13.11,12.24,-69.39,-50.48,-33.73,-28.92,-26.24,19.65,6.19,2.36,31.9,19.45,3.83,6.15,0,0,0,7.108381782,0,0,0,4.906972717,0,0,0,0,0,0,0,0,0,35.96828474,0,0,0,0,0,0,0,0,0,0,0,3.816807942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.55461945,0,11.85846722,0,0,0,12.78646615,0,0,0,0,0
HONDA B568M CK105,57.57,44.27,25.23,14.58,10.59,9.02,7.23,7.83,11.06,12.22,-63.07,-50.89,-37.16,-31.66,-29.28,7.48,5.46,4.59,29.14,27.45,19.02,5.86,4.670956108,0,0,0,0,0,10.88100644,0,0.057628076,0,0,0,0,0,0,0,0,42.03103533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.55524203,0,0,16.8820868,0,0.560686541,2.01561942,9.34573926,0,0,0,0,0
HONDA B568M CK107,48.7,38.15,22.05,12.38,8.64,16.03,12.91,11.33,13.27,13.72,-65.63,-54.46,-39.92,-32.78,-29.33,8.31,5.58,5.41,30.93,29.64,17.15,5.08,3.506469909,0,0,0,0,0,8.160791412,1.746404169,0,0,0,0,0,0,0,0,0,28.37914467,0,0,0,0,0,0,0,0,0,0,0,12.74218426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2744186,0,0,18.47844981,0,1.535321698,0,9.176815473,0,0,0,0,0
